Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Sex,JobLevel,JobRole,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,Travel_Frequently,Research & Development,4,1,Technical Degree,Male,1,Laboratory Technician,Single,3894,Y,No,4,3,2,2,1,2
48,Travel_Rarely,Sales,2,5,Marketing,Female,2,Sales Executive,Married,4051,Y,No,14,2,9,7,6,7
55,Travel_Rarely,Sales,18,5,Life Sciences,Female,4,Manager,Single,16835,Y,No,37,2,10,9,7,7
41,Non-Travel,Sales,10,2,Life Sciences,Male,2,Sales Executive,Single,6230,Y,No,16,3,14,3,1,10
35,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,4717,Y,No,15,2,11,9,6,9
40,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,4,Manufacturing Director,Single,13237,Y,No,22,3,20,6,5,13
39,Travel_Frequently,Research & Development,8,1,Life Sciences,Female,1,Laboratory Technician,Married,3755,Y,No,8,3,8,3,0,7
31,Travel_Rarely,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,6582,Y,Yes,10,2,6,5,0,5
42,Travel_Rarely,Research & Development,24,3,Medical,Male,3,Manufacturing Director,Married,7406,Y,Yes,10,5,10,9,5,8
45,Travel_Rarely,Sales,2,3,Other,Male,2,Sales Executive,Married,4805,Y,No,9,3,8,7,3,7
26,Travel_Frequently,Human Resources,17,4,Life Sciences,Female,1,Human Resources,Divorced,2741,Y,Yes,8,2,7,7,1,0
29,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,2,Manufacturing Director,Divorced,4262,Y,No,8,2,3,2,1,2
33,Travel_Rarely,Research & Development,1,5,Medical,Female,4,Research Director,Divorced,16184,Y,No,10,2,6,1,0,5
31,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,Manager,Divorced,11557,Y,No,10,3,5,4,0,1
18,Travel_Frequently,Sales,5,3,Marketing,Male,1,Sales Representative,Single,1878,Y,Yes,0,3,0,0,0,0
40,Non-Travel,Sales,28,3,Other,Male,3,Sales Executive,Divorced,10932,Y,No,20,2,1,0,0,1
41,Non-Travel,Research & Development,2,4,Other,Female,2,Healthcare Representative,Single,6811,Y,Yes,10,3,8,7,0,7
26,Travel_Rarely,Sales,29,2,Medical,Male,2,Sales Executive,Divorced,4306,Y,No,8,5,0,0,0,0
35,Travel_Rarely,Sales,1,3,Medical,Female,2,Sales Executive,Single,4859,Y,No,5,3,5,4,0,3
34,Travel_Rarely,Sales,21,4,Life Sciences,Male,2,Sales Executive,Single,5337,Y,No,10,3,10,7,5,7
26,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,1,Laboratory Technician,Single,2340,Y,Yes,1,3,1,0,0,0
37,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,Manufacturing Director,Single,7491,Y,No,12,3,6,5,1,2
46,Travel_Frequently,Research & Development,18,1,Medical,Female,3,Healthcare Representative,Married,10527,Y,No,28,3,2,2,1,2
41,Travel_Rarely,Sales,2,5,Life Sciences,Female,4,Manager,Married,16595,Y,No,22,2,18,16,11,8
37,Non-Travel,Sales,9,4,Medical,Male,3,Sales Executive,Divorced,8834,Y,No,9,6,9,5,7,7
52,Travel_Rarely,Research & Development,6,2,Technical Degree,Male,2,Research Scientist,Divorced,5577,Y,Yes,18,3,10,9,6,9
32,Non-Travel,Sales,11,4,Other,Male,2,Sales Executive,Married,4707,Y,No,6,2,4,2,1,2
24,Travel_Frequently,Sales,24,3,Medical,Male,1,Sales Representative,Married,2400,Y,No,3,3,2,2,2,1
38,Travel_Rarely,Research & Development,10,3,Medical,Female,2,Healthcare Representative,Married,9824,Y,No,18,4,1,0,0,0
37,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Manufacturing Director,Married,6447,Y,No,8,2,6,5,4,3
49,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,5,Research Director,Divorced,19502,Y,Yes,31,5,31,9,0,9
24,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Research Scientist,Married,2725,Y,Yes,6,3,6,5,1,4
26,Travel_Rarely,Sales,28,2,Marketing,Male,2,Sales Executive,Married,6272,Y,No,6,5,5,3,1,4
24,Travel_Rarely,Research & Development,17,2,Other,Male,1,Laboratory Technician,Married,2127,Y,No,1,2,1,0,0,0
50,Travel_Frequently,Human Resources,3,3,Medical,Male,5,Manager,Married,18200,Y,No,32,2,32,5,10,7
25,Travel_Rarely,Sales,13,1,Medical,Male,1,Sales Representative,Married,2096,Y,No,7,1,7,4,0,6
24,Travel_Frequently,Research & Development,7,3,Life Sciences,Female,1,Laboratory Technician,Married,2886,Y,Yes,6,4,6,3,1,2
30,Travel_Frequently,Sales,12,4,Life Sciences,Male,1,Sales Representative,Married,2033,Y,No,1,2,1,0,0,0
34,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Research Scientist,Married,3622,Y,Yes,6,3,6,5,1,3
31,Travel_Rarely,Sales,13,4,Medical,Male,2,Sales Executive,Divorced,4233,Y,No,9,2,3,1,1,2
35,Travel_Rarely,Research & Development,25,2,Other,Male,2,Laboratory Technician,Single,3681,Y,No,9,3,3,2,0,2
31,Travel_Rarely,Sales,6,4,Medical,Male,2,Sales Executive,Divorced,5460,Y,No,13,4,7,7,5,7
27,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Research Scientist,Divorced,2187,Y,No,6,5,5,3,0,3
37,Travel_Rarely,Sales,2,3,Marketing,Male,2,Sales Executive,Married,9602,Y,Yes,17,3,3,0,1,0
20,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Research Scientist,Single,2836,Y,No,1,0,1,0,0,0
42,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Healthcare Representative,Married,4089,Y,No,10,4,10,2,2,2
43,Travel_Rarely,Research & Development,6,4,Other,Male,4,Research Director,Divorced,16627,Y,Yes,21,3,1,0,0,0
38,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Research Scientist,Single,2619,Y,No,8,3,0,0,0,0
43,Travel_Frequently,Research & Development,9,5,Medical,Male,2,Laboratory Technician,Divorced,5679,Y,Yes,10,3,8,7,4,7
48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,4,Manager,Married,15402,Y,No,21,3,3,2,0,2
44,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,2,Human Resources,Single,5985,Y,No,10,1,2,2,0,2
34,Travel_Rarely,Sales,14,3,Technical Degree,Female,1,Sales Representative,Divorced,2579,Y,Yes,8,3,8,2,0,6
27,Travel_Rarely,Sales,2,1,Marketing,Male,1,Sales Representative,Divorced,3041,Y,No,5,3,4,3,0,2
21,Travel_Rarely,Sales,22,1,Technical Degree,Male,1,Sales Representative,Single,3447,Y,No,3,2,3,2,1,2
44,Travel_Rarely,Research & Development,3,4,Other,Male,5,Manager,Married,19513,Y,Yes,26,2,2,2,0,1
22,Travel_Rarely,Research & Development,6,1,Medical,Male,1,Research Scientist,Married,2773,Y,No,3,3,2,2,2,2
33,Travel_Rarely,Sales,8,4,Marketing,Male,2,Sales Executive,Divorced,7104,Y,No,6,3,5,0,1,2
32,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,2,Research Scientist,Married,6322,Y,Yes,6,2,6,4,0,5
30,Travel_Frequently,Research & Development,3,3,Medical,Female,1,Research Scientist,Divorced,2083,Y,No,1,2,1,0,0,0
53,Travel_Rarely,Sales,1,1,Medical,Female,2,Sales Executive,Single,8381,Y,No,18,2,14,7,8,10
34,Travel_Rarely,Research & Development,1,5,Life Sciences,Male,1,Research Scientist,Married,2691,Y,No,10,4,10,9,8,8
45,Travel_Frequently,Sales,26,4,Life Sciences,Female,2,Sales Executive,Married,4286,Y,No,5,4,1,1,0,0
26,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,1,Laboratory Technician,Married,2659,Y,Yes,3,2,3,2,0,2
37,Travel_Rarely,Research & Development,3,3,Other,Male,3,Manufacturing Director,Married,9434,Y,No,10,2,10,7,7,8
29,Travel_Rarely,Sales,3,2,Medical,Female,2,Sales Executive,Married,5561,Y,No,6,5,6,0,1,2
35,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Research Scientist,Single,6646,Y,No,17,3,17,11,11,8
33,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,2,Healthcare Representative,Divorced,7725,Y,No,15,2,13,11,4,7
54,Travel_Rarely,Human Resources,19,4,Medical,Male,3,Human Resources,Married,10725,Y,No,16,1,9,7,7,1
36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Manufacturing Director,Divorced,8847,Y,Yes,13,2,3,2,0,2
27,Travel_Rarely,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,2045,Y,No,5,0,4,2,1,1
20,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Single,1009,Y,Yes,1,5,1,0,1,1
33,Travel_Frequently,Research & Development,3,3,Life Sciences,Male,1,Research Scientist,Single,3348,Y,Yes,10,3,10,8,9,7
35,Non-Travel,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Married,1281,Y,No,1,3,1,0,0,0
23,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Research Scientist,Married,2819,Y,No,5,3,3,2,0,2
25,Travel_Rarely,Sales,8,3,Life Sciences,Male,2,Sales Executive,Married,4851,Y,No,4,4,3,2,1,2
38,Travel_Rarely,Sales,7,4,Marketing,Female,2,Sales Executive,Single,4028,Y,No,8,2,7,7,0,5
29,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,1,Research Scientist,Divorced,2720,Y,No,10,5,10,7,2,8
48,Travel_Rarely,Sales,2,1,Marketing,Male,2,Sales Executive,Married,8120,Y,No,12,3,2,2,2,2
27,Travel_Frequently,Sales,3,1,Medical,Female,2,Sales Executive,Divorced,4647,Y,Yes,6,3,6,5,0,4
37,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,1,Research Scientist,Single,4680,Y,No,4,2,1,0,0,0
50,Travel_Rarely,Research & Development,28,1,Medical,Male,1,Laboratory Technician,Married,3221,Y,Yes,20,3,20,8,3,8
34,Travel_Rarely,Research & Development,9,3,Medical,Female,3,Healthcare Representative,Single,8621,Y,No,9,3,8,7,7,7
24,Travel_Rarely,Sales,3,2,Life Sciences,Female,2,Sales Executive,Single,4577,Y,No,4,3,2,2,2,0
39,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,2,Healthcare Representative,Single,4553,Y,No,20,4,20,7,11,10
32,Travel_Rarely,Sales,10,3,Marketing,Male,2,Sales Executive,Single,5396,Y,No,10,2,10,7,0,8
50,Travel_Frequently,Sales,8,2,Technical Degree,Male,2,Sales Executive,Married,6796,Y,Yes,18,4,4,3,1,3
38,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Healthcare Representative,Single,7625,Y,No,10,4,9,7,1,8
27,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,3,Manufacturing Director,Married,7412,Y,No,9,3,9,7,0,7
32,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,3,Research Director,Single,11159,Y,No,10,6,7,7,7,7
47,Travel_Rarely,Sales,14,4,Marketing,Male,2,Sales Executive,Single,4960,Y,No,20,2,7,7,1,7
40,Travel_Frequently,Sales,5,4,Life Sciences,Male,3,Sales Executive,Married,10475,Y,Yes,20,2,18,13,1,12
53,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,4,Research Director,Married,14814,Y,No,32,3,5,1,1,3
41,Travel_Rarely,Human Resources,10,4,Human Resources,Male,5,Manager,Divorced,19141,Y,No,23,2,21,6,12,6
60,Travel_Rarely,Sales,16,4,Marketing,Male,2,Sales Executive,Single,5405,Y,No,10,1,2,2,2,2
27,Travel_Frequently,Research & Development,10,2,Life Sciences,Male,3,Manufacturing Director,Divorced,8793,Y,No,9,4,9,7,1,7
41,Travel_Rarely,Human Resources,1,3,Human Resources,Male,5,Manager,Married,19189,Y,No,22,3,22,7,2,10
50,Travel_Rarely,Sales,8,4,Marketing,Male,1,Sales Representative,Married,3875,Y,No,4,2,2,2,2,2
28,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Single,2216,Y,Yes,10,4,7,7,3,7
36,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Research Director,Married,11713,Y,No,10,2,8,7,0,5
38,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Manufacturing Director,Single,7861,Y,Yes,10,4,1,0,0,0
44,Non-Travel,Research & Development,24,3,Medical,Male,1,Laboratory Technician,Single,3708,Y,No,9,5,5,2,1,4
47,Travel_Frequently,Sales,3,3,Medical,Female,4,Sales Executive,Divorced,13770,Y,Yes,28,2,22,2,11,13
30,Travel_Rarely,Sales,27,5,Marketing,Male,2,Sales Executive,Divorced,5304,Y,No,10,2,8,7,7,7
29,Travel_Rarely,Sales,10,3,Life Sciences,Male,1,Sales Representative,Single,2642,Y,No,1,6,1,0,0,0
42,Travel_Frequently,Research & Development,19,3,Medical,Male,1,Research Scientist,Divorced,2759,Y,Yes,7,2,2,2,2,2
43,Travel_Frequently,Sales,15,3,Life Sciences,Male,2,Sales Executive,Married,6804,Y,No,7,5,2,2,2,2
34,Travel_Rarely,Research & Development,8,2,Medical,Female,2,Healthcare Representative,Single,6142,Y,No,10,2,5,1,4,3
23,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Laboratory Technician,Married,2500,Y,No,5,2,4,3,0,2
39,Travel_Rarely,Human Resources,3,3,Human Resources,Female,2,Human Resources,Married,6389,Y,No,12,3,8,3,3,6
56,Travel_Rarely,Research & Development,9,3,Medical,Male,4,Healthcare Representative,Married,11103,Y,No,30,1,10,7,1,1
40,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Single,2342,Y,Yes,5,2,4,2,2,3
27,Travel_Rarely,Research & Development,7,3,Medical,Female,2,Healthcare Representative,Single,6811,Y,No,9,2,7,6,0,7
29,Travel_Rarely,Sales,10,3,Marketing,Male,1,Sales Representative,Divorced,2297,Y,No,2,2,2,2,2,2
53,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,2,Laboratory Technician,Single,2450,Y,No,19,4,2,2,2,2
35,Non-Travel,Research & Development,2,4,Life Sciences,Female,2,Healthcare Representative,Divorced,5093,Y,No,16,2,1,0,0,0
32,Travel_Frequently,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,5309,Y,No,10,2,10,8,4,7
38,Travel_Rarely,Research & Development,2,5,Medical,Male,1,Research Scientist,Married,3057,Y,Yes,6,0,1,0,0,1
34,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,2,Manufacturing Director,Divorced,5121,Y,No,7,3,0,0,0,0
52,Travel_Rarely,Sales,3,4,Marketing,Male,4,Manager,Married,16856,Y,No,34,3,34,6,1,16
33,Travel_Rarely,Research & Development,1,4,Other,Male,1,Research Scientist,Single,2686,Y,Yes,10,2,10,9,7,8
25,Travel_Rarely,Sales,26,1,Medical,Female,2,Sales Executive,Single,6180,Y,No,6,5,6,5,1,4
45,Travel_Rarely,Sales,2,2,Technical Degree,Male,2,Sales Representative,Single,6632,Y,No,9,3,8,7,3,1
23,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Single,3505,Y,No,2,3,2,2,0,2
47,Travel_Frequently,Sales,27,2,Life Sciences,Female,2,Sales Executive,Single,6397,Y,Yes,8,2,5,4,1,3
34,Travel_Rarely,Sales,2,3,Other,Male,2,Sales Executive,Single,6274,Y,No,6,5,6,5,1,4
55,Travel_Rarely,Research & Development,2,3,Medical,Male,5,Manager,Married,19859,Y,Yes,24,2,5,2,1,4
36,Non-Travel,Sales,8,4,Life Sciences,Male,3,Sales Executive,Single,7587,Y,No,10,1,10,7,0,9
52,Non-Travel,Research & Development,19,4,Medical,Male,1,Research Scientist,Married,4258,Y,No,5,3,4,3,1,2
26,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Laboratory Technician,Divorced,4364,Y,No,5,2,2,2,2,0
29,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Healthcare Representative,Married,4335,Y,No,11,3,8,7,1,1
26,Travel_Rarely,Sales,8,3,Technical Degree,Male,2,Sales Executive,Single,5326,Y,No,6,2,4,3,1,2
34,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,3280,Y,No,10,2,4,2,1,3
54,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Manufacturing Director,Divorced,5485,Y,Yes,9,4,5,3,1,4
27,Travel_Frequently,Sales,8,1,Marketing,Male,2,Sales Executive,Married,4342,Y,No,5,3,4,2,1,1
37,Travel_Rarely,Research & Development,10,1,Life Sciences,Female,1,Research Scientist,Divorced,2782,Y,Yes,6,3,5,3,4,3
38,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Single,5980,Y,Yes,17,2,15,7,4,12
34,Travel_Rarely,Research & Development,2,4,Medical,Female,1,Research Scientist,Single,4381,Y,No,6,3,6,5,1,3
35,Travel_Rarely,Sales,8,4,Life Sciences,Female,1,Sales Representative,Married,2572,Y,No,3,1,3,2,0,2
30,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Married,3833,Y,No,7,2,2,2,0,2
40,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Healthcare Representative,Married,4244,Y,No,8,2,8,7,3,7
34,Travel_Rarely,Sales,8,2,Life Sciences,Female,2,Sales Executive,Married,6500,Y,No,6,1,3,2,1,2
42,Travel_Frequently,Research & Development,8,3,Life Sciences,Male,5,Manager,Divorced,18430,Y,No,24,4,24,7,14,9
23,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Married,1601,Y,Yes,1,2,0,0,0,0
24,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Divorced,2694,Y,No,1,4,1,0,0,0
52,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,2,Laboratory Technician,Married,3149,Y,No,9,3,5,2,1,4
50,Travel_Rarely,Research & Development,2,3,Medical,Male,4,Research Director,Married,17639,Y,No,30,3,4,3,0,3
29,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Laboratory Technician,Married,2319,Y,Yes,1,1,1,0,0,0
33,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Director,Married,11691,Y,No,14,3,13,9,3,7
33,Travel_Rarely,Sales,16,3,Marketing,Female,2,Sales Executive,Single,5324,Y,No,6,3,3,2,0,2
47,Travel_Rarely,Research & Development,2,2,Other,Female,4,Manager,Married,16752,Y,Yes,26,3,26,14,3,0
36,Travel_Rarely,Research & Development,1,3,Other,Female,2,Manufacturing Director,Married,5228,Y,No,10,2,9,7,0,5
29,Travel_Rarely,Research & Development,23,2,Life Sciences,Male,1,Research Scientist,Married,2700,Y,No,10,3,10,7,0,7
58,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,5,Research Director,Single,19246,Y,Yes,40,2,31,15,13,8
35,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,2506,Y,No,7,0,2,2,2,2
42,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,6062,Y,Yes,8,4,4,3,0,2
28,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Research Scientist,Single,4382,Y,No,5,3,2,2,2,1
36,Travel_Rarely,Human Resources,13,3,Human Resources,Male,1,Human Resources,Married,2143,Y,No,8,2,5,2,0,4
32,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,2,Manufacturing Director,Married,6162,Y,No,14,3,14,13,6,8
40,Travel_Frequently,Research & Development,16,4,Medical,Male,2,Laboratory Technician,Single,5094,Y,No,10,6,1,0,0,0
30,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Manufacturing Director,Single,6877,Y,Yes,12,4,0,0,0,0
45,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Research Scientist,Single,2274,Y,No,1,3,1,0,0,0
42,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,2,Manufacturing Director,Married,4434,Y,No,10,3,9,8,7,8
38,Travel_Frequently,Research & Development,12,3,Life Sciences,Male,2,Healthcare Representative,Divorced,6288,Y,No,13,3,4,3,1,2
34,Travel_Frequently,Research & Development,16,4,Life Sciences,Female,1,Research Scientist,Single,2553,Y,No,6,3,5,2,1,3
49,Travel_Rarely,Sales,11,3,Marketing,Female,3,Sales Executive,Married,7654,Y,No,9,3,9,8,7,7
55,Travel_Rarely,Sales,2,1,Medical,Male,2,Sales Executive,Single,5160,Y,No,12,3,9,7,7,3
43,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,4,Research Director,Married,17159,Y,No,22,3,4,1,1,0
27,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,3,Research Director,Divorced,12808,Y,Yes,9,3,9,8,0,8
35,Travel_Rarely,Research & Development,7,3,Other,Male,3,Manufacturing Director,Single,10221,Y,No,17,3,8,5,1,6
28,Travel_Rarely,Sales,2,4,Marketing,Female,2,Sales Executive,Married,4779,Y,Yes,8,2,8,7,7,5
34,Travel_Rarely,Human Resources,3,2,Human Resources,Male,1,Human Resources,Married,3737,Y,No,4,1,3,2,0,2
26,Travel_Frequently,Research & Development,5,2,Medical,Female,1,Research Scientist,Married,2366,Y,Yes,8,2,8,7,1,7
27,Non-Travel,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,1706,Y,No,0,6,0,0,0,0
51,Travel_Rarely,Sales,26,4,Marketing,Female,4,Manager,Married,16307,Y,No,29,2,20,6,4,17
44,Travel_Rarely,Research & Development,4,3,Medical,Male,2,Healthcare Representative,Single,5933,Y,No,10,2,5,2,2,3
25,Travel_Rarely,Research & Development,2,1,Medical,Male,1,Research Scientist,Single,3424,Y,No,6,3,4,3,0,1
33,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Divorced,4037,Y,No,9,5,9,8,0,8
35,Travel_Rarely,Research & Development,27,1,Medical,Female,1,Research Scientist,Single,2559,Y,No,6,3,6,5,1,1
36,Travel_Rarely,Sales,1,2,Life Sciences,Male,2,Sales Executive,Married,6201,Y,Yes,18,1,18,14,4,11
32,Travel_Rarely,Sales,13,4,Life Sciences,Male,2,Sales Executive,Divorced,4403,Y,No,8,3,5,2,0,3
30,Travel_Frequently,Research & Development,5,4,Life Sciences,Male,1,Research Scientist,Divorced,3761,Y,No,10,3,5,4,0,3
53,Travel_Rarely,Sales,7,2,Marketing,Female,3,Sales Executive,Married,10934,Y,Yes,35,3,5,2,0,4
45,Travel_Rarely,Sales,9,3,Marketing,Male,3,Sales Executive,Divorced,10761,Y,Yes,18,2,5,4,0,2
32,Travel_Rarely,Research & Development,8,2,Medical,Female,2,Research Scientist,Married,5175,Y,No,9,3,5,3,1,3
52,Travel_Frequently,Research & Development,25,4,Medical,Female,4,Manufacturing Director,Married,13826,Y,No,31,3,9,8,0,0
37,Travel_Rarely,Sales,16,4,Marketing,Male,2,Sales Executive,Divorced,6334,Y,No,9,2,1,0,0,0
28,Travel_Rarely,Human Resources,8,2,Medical,Male,1,Human Resources,Divorced,4936,Y,No,6,6,5,1,0,4
22,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,Manufacturing Director,Married,4775,Y,No,4,2,2,2,2,2
44,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,1,Laboratory Technician,Married,2818,Y,Yes,10,2,3,2,0,2
42,Travel_Frequently,Research & Development,2,1,Medical,Male,1,Research Scientist,Single,2515,Y,Yes,8,2,2,1,2,2
36,Travel_Rarely,Human Resources,8,3,Life Sciences,Male,1,Human Resources,Married,2342,Y,No,6,3,5,4,0,3
25,Travel_Rarely,Sales,3,1,Other,Male,2,Sales Executive,Married,4194,Y,Yes,5,3,5,3,0,3
35,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Manufacturing Director,Married,10685,Y,Yes,17,2,17,14,5,15
35,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,1,Research Scientist,Divorced,2022,Y,Yes,10,3,10,2,7,8
32,Non-Travel,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Divorced,2314,Y,No,4,2,3,0,0,2
25,Travel_Rarely,Sales,4,1,Marketing,Male,2,Sales Executive,Married,4256,Y,No,5,1,5,2,0,3
49,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,1,Research Scientist,Married,3580,Y,No,7,2,4,2,0,2
24,Non-Travel,Research & Development,4,1,Life Sciences,Male,1,Laboratory Technician,Married,3162,Y,No,6,2,5,2,3,4
32,Travel_Frequently,Sales,5,2,Life Sciences,Male,2,Sales Executive,Married,6524,Y,No,10,3,10,8,5,3
38,Travel_Rarely,Sales,9,3,Marketing,Male,1,Sales Representative,Married,2899,Y,No,3,3,2,2,1,2
42,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Married,5231,Y,Yes,17,1,5,3,1,3
31,Travel_Rarely,Research & Development,11,4,Life Sciences,Male,1,Research Scientist,Married,2356,Y,Yes,8,2,6,4,0,2
29,Travel_Rarely,Sales,1,3,Medical,Female,1,Sales Representative,Divorced,2800,Y,Yes,5,3,3,2,0,2
53,Travel_Rarely,Sales,8,3,Marketing,Male,4,Sales Executive,Married,11836,Y,No,28,3,2,0,2,2
35,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,3,Manufacturing Director,Married,10903,Y,No,16,2,13,10,4,8
37,Travel_Frequently,Sales,21,2,Medical,Female,1,Sales Representative,Married,2973,Y,No,10,3,5,4,0,0
53,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,4,Research Director,Single,14275,Y,No,33,0,12,9,3,8
43,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,2,Healthcare Representative,Married,5562,Y,No,12,2,5,2,2,2
47,Travel_Rarely,Sales,2,2,Marketing,Female,2,Sales Executive,Married,4537,Y,Yes,8,2,7,6,7,7
37,Non-Travel,Sales,19,2,Medical,Male,3,Sales Executive,Single,7642,Y,Yes,10,2,10,0,0,9
50,Non-Travel,Research & Development,2,4,Life Sciences,Male,4,Manager,Divorced,17924,Y,No,31,3,31,6,14,7
39,Travel_Rarely,Human Resources,2,3,Life Sciences,Female,2,Human Resources,Married,5204,Y,No,13,2,5,4,0,4
33,Travel_Rarely,Human Resources,3,2,Human Resources,Male,1,Human Resources,Divorced,2277,Y,Yes,7,4,4,3,0,3
32,Travel_Rarely,Research & Development,25,4,Life Sciences,Male,1,Laboratory Technician,Single,2795,Y,Yes,1,2,1,0,0,1
29,Travel_Rarely,Research & Development,7,1,Medical,Female,1,Laboratory Technician,Divorced,2532,Y,No,8,5,4,3,0,3
44,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,1,Research Scientist,Married,2559,Y,Yes,8,0,8,7,7,1
28,Travel_Rarely,Sales,5,4,Medical,Male,2,Sales Executive,Single,4908,Y,No,4,3,4,2,0,2
58,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Laboratory Technician,Divorced,2380,Y,Yes,3,3,1,0,0,0
43,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,2,Manufacturing Director,Divorced,4765,Y,No,4,2,1,0,0,0
20,Travel_Rarely,Sales,2,3,Medical,Female,1,Sales Representative,Single,2044,Y,No,2,3,2,2,0,2
21,Travel_Rarely,Research & Development,18,1,Other,Female,1,Research Scientist,Single,2693,Y,No,1,3,1,0,0,0
36,Travel_Rarely,Research & Development,14,1,Life Sciences,Male,2,Healthcare Representative,Married,6586,Y,Yes,17,2,16,8,4,11
47,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Sales Representative,Single,3294,Y,Yes,3,3,3,2,1,2
