id,store_name,store_email,department,income,date_measured,country
606,"Euronet Worldwide, Inc.",kramsteadgt@merriam-webster.com,Kids,$27186846.62,10 February 2010,United States/
607,Chemical Financial Corporation,bswindengu@cargocollective.com,Kids,$49330594.20,1 October 2010,United States 
608,Envision Healthcare Corporation,,Tools,$54748318.18,12 July 2012,UK/
609,"Customers Bancorp, Inc",,Movies,$48728478.91,18 November 2011,United States of America
610,J P Morgan Chase & Co,hpellergx@weibo.com,Jewelry,$80503800.84,18 January 1994,South Africa 
611,PowerShares S&P SmallCap Financials Portfolio,vgallegosgy@addtoany.com,Shoes,$13099915.74,24 August 1996,South Africa
612,Cone Midstream Partners LP,iivshingz@nydailynews.com,Games,$72208967.35,22 June 2010, United States of America
613,First United Corporation,,Games,$78275774.55,25 November 2006,south africa
614,"Cullen/Frost Bankers, Inc.",gdeatonh1@shinystat.com,Kids,$69653720.82,11 July 1995, United Kingdom
615,"HomeStreet, Inc.",,Games,$12111889.17,5 December 2003,United States of America
616,"Roper Technologies, Inc.",mdavidaih3@hud.gov,Home,$31590427.55,18 April 2011,UNITED KINGDOM
617,Nuveen California AMT-Free Quality Municipal Income Fund,ctwycrossh4@e-recht24.de,Outdoors,$17920457.60,16 September 2007, UK
618,Geron Corporation,,Beauty,$50457011.25,1 February 2012,UK
619,"TechTarget, Inc.",,Kids,$17920526.84,24 September 1994,United Kingdom.
620,"NN, Inc.",,Automotive,$45588265.84,15 November 1985,UK
621,"Argos Therapeutics, Inc.",,Outdoors,$22042376.65,18 September 1995,united kingdom
622,Voya Global Equity Dividend and Premium Opportunity Fund,,Beauty,$38871870.65,7 May 2008,united kingdom
623,Milacron Holdings Corp.,,Beauty,$2442969.24,19 March 1988,uk
624,"Greenlight Reinsurance, Ltd.",nshanahanhb@yahoo.co.jp,Books,$20855777.90,6 June 2009,UK
625,YY Inc.,rmaletratthc@sourceforge.net,Baby,$50910485.64,24 April 2004,United Kingdom 
626,"Gabelli Convertible and Income Securities Fund, Inc. (The)",,Automotive,$82661570.27,17 January 1994,UNITED STATES OF AMERICA
627,First Trust MLP and Energy Income Fund,ttatershallhe@sfgate.com,Music,$97407247.94,19 June 2005,United States of America 
628,"Recon Technology, Ltd.",gbarriballhf@blogspot.com,Games,$70608365.55,9 January 2011,South Africa/
629,Kansas City Southern,,Kids,$13205536.35,23 March 2009, UK
630,Kansas City Southern,lmassimihh@nasa.gov,Outdoors,$25754365.91,22 January 2012, United Kingdom
631,Deutsche Bank AG,,Garden,$56629549.36,8 July 2007,South Africa 
632,"Juniper Pharmaceuticals, Inc.",,Health,$55278075.26,10 December 2004,UK/
633,"National Bankshares, Inc.",,Health,$31076405.67,17 June 2001,United Kingdom/
634,"Chembio Diagnostics, Inc.",ekennifickhl@foxnews.com,Grocery,$59117612.78,19 April 1991,south africa
635,"Social Reality, Inc.",zhaughtonhm@adobe.com,Grocery,$25278913.71,4 September 2001,UNITED STATES
636,"Sigma Labs, Inc.",ldovingtonhn@ed.gov,Movies,$59074195.55,27 November 1998,United Kingdom
637,Pitney Bowes Inc.,hcysterho@lulu.com,Toys,$31454781.07,9 July 1998,UK/
638,IDEX Corporation,jbraccihp@psu.edu,Home,$224505.51,26 October 2005,united states
639,Western Asset Global Corporate Defined Opportunity Fund Inc.,mhirthehq@gravatar.com,Kids,$75411127.16,9 January 2008,UNITED STATES
640,Bill Barrett Corporation,houtridgehr@bloglovin.com,Health,$48265851.41,11 October 1992, United Kingdom
641,"The Bon-Ton Stores, Inc.",,Sports,$6484000.74,25 December 2001,South Africa 
642,"PCM, Inc.",,Tools,$43730977.02,25 May 1992,South Africa.
643,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),,Shoes,$48061653.08,2 December 1984,South Africa.
644,GasLog Partners LP,,Baby,$35006819.85,4 August 2009,South Africa/
645,STRATS Trust,,Automotive,$93675682.93,20 February 1998,uk
646,Agree Realty Corporation,colivohx@purevolume.com,Tools,$69519886.57,7 October 2009,United States of America 
647,ENDRA Life Sciences Inc.,,Home,$51778175.83,8 June 2002,UK/
648,Lsb Industries Inc.,,Baby,$58267075.79,10 November 2006, United Kingdom
649,"Bio-Rad Laboratories, Inc.",esumptoni0@feedburner.com,Jewelry,$40398296.97,15 October 2010,UK
650,Chicago Bridge & Iron Company N.V.,,Beauty,$15221755.57,1 March 1994,UK
651,Berkshire Hathaway Inc.,,Automotive,$61808159.06,27 March 1999,UK
652,"First Cash, Inc.",,Jewelry,$1833779.41,27 October 1994,UNITED STATES
653,B Communications Ltd.,,Industrial,$67606372.64,12 May 2013, UK
654,"Rigel Pharmaceuticals, Inc.",elightwingi5@tuttocitta.it,,$10083918.19,24 November 1994,UK
655,"Sabra Healthcare REIT, Inc.",broji6@kickstarter.com,Games,$66582091.67,18 February 1995,United States
656,Owens Corning Inc,dwozencrofti7@amazon.co.jp,Kids,$12661763.74,12 July 2005,UNITED KINGDOM
657,"Second Sight Medical Products, Inc.",,Tools,$77933928.15,11 September 2008,UK 
658,Seaspan Corporation,,Outdoors,$39166002.09,10 June 1994,United States of America.
659,KNOT Offshore Partners LP,lsonia@printfriendly.com,Outdoors,$52427018.52,3 February 2006,United States of America 
660,"Polar Power, Inc.",,,$95961724.16,6 January 2006,South Africa.
661,AllianzGI Diversified Income & Convertible Fund,,Shoes,$10559764.50,19 September 2005,South Africa 
662,"First US Bancshares, Inc.",dgreensteadid@cnet.com,Beauty,$16169424.13,15 January 2011, United States
663,Tenaris S.A.,,Computers,$35841191.07,6 May 2010,United States of America 
664,Southern Company (The),ebrabantif@stumbleupon.com,,$52714073.41,11 August 2006,South Africa/
665,"Orexigen Therapeutics, Inc.",gbiaggiig@mayoclinic.com,Baby,$76936369.05,9 September 2008,United States/
666,Kansas City Southern,bmenciih@wsj.com,Computers,$63060925.60,3 June 2011,uk
667,Telecom Italia S.P.A.,khitzkeii@php.net,Books,$91903437.30,15 May 1993, UK
668,Waters Corporation,fcantrellij@engadget.com,Toys,$10339708.40,7 January 2005,South Africa 
669,"SiteOne Landscape Supply, Inc.",,Beauty,$99824285.67,5 December 2000,United States/
670,Marathon Oil Corporation,,Health,$52830814.00,19 September 2009, South Africa
671,"FormFactor, Inc.",,Grocery,$22738256.82,16 September 1993,United Kingdom 
672,DCP Midstream LP,,Shoes,$48352837.20,3 November 2011,South Africa/
673,VictoryShares US Large Cap High Div Volatility Wtd ETF,,Books,$60477630.51,3 April 2006, United States
674,Ultra Petroleum Corp.,,Sports,$70833470.05,25 December 1998,United States of America 
675,Protective Life Corporation,,Outdoors,$96711796.24,6 December 2011,UNITED KINGDOM
676,Milacron Holdings Corp.,,Health,$43272675.23,20 July 1996,UNITED KINGDOM
677,"Nature's Sunshine Products, Inc.",bfieldingis@sbwire.com,,$24290508.51,21 April 1997,South Africa.
678,Trans World Entertainment Corp.,zlapidesit@delicious.com,Garden,$84415832.29,27 December 1993,United Kingdom 
679,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,,Outdoors,$7424057.79,22 December 2009,United Kingdom 
680,"Identiv, Inc.",mlindleyiv@free.fr,Jewelry,$82761744.81,3 June 1996,South Africa.
681,OUTFRONT Media Inc.,,Kids,$93504450.94,3 May 1998,United Kingdom.
682,"Archrock Partners, L.P.",,Garden,$58181112.58,13 February 2010,United Kingdom.
683,Hillenbrand Inc,,Games,$3658777.75,21 July 2010,SOUTH AFRICA
684,Genpact Limited,,Automotive,$1503757.84,13 February 2009, South Africa
685,Nuveen High Income December 2019 Target Term Fund,byeomanj0@prweb.com,Grocery,$81497824.21,2 April 2011,United States 
686,"Paratek Pharmaceuticals, Inc. ",,Beauty,$82447821.94,5 November 2007,UNITED KINGDOM
687,Barings Corporate Investors,,Garden,$93519381.15,15 March 1999, UK
688,Alere Inc.,,Automotive,$85662399.72,20 August 1995,UNITED STATES OF AMERICA
689,"CAS Medical Systems, Inc.",tfuncheonj4@over-blog.com,Health,$15620839.69,7 October 2007,South Africa 
690,Quotient Limited,,Computers,$7049436.10,5 August 2010, United Kingdom
691,"Global Net Lease, Inc.",dbagottj6@barnesandnoble.com,Toys,$40902426.44,20 April 2005,united states
692,Sanchez Energy Corporation,,Computers,$66092085.11,4 April 2007,uk
693,"Cidara Therapeutics, Inc.",adrewettj8@ebay.com,Grocery,$23145401.90,15 June 1964, South Africa
694,Ardmore Shipping Corporation,llongthornj9@alibaba.com,Kids,$13436532.87,20 October 2003, South Africa
695,"Sprott Focus Trust, Inc.",gbachnicja@europa.eu,Books,$43730826.02,4 January 1988,South Africa/
696,"AquaBounty Technologies, Inc.",,,$70448762.81,13 November 1987,United States of America.
697,Perion Network Ltd,clardierjc@nature.com,Books,$54339893.74,11 April 2008,United States/
698,"Crown Crafts, Inc.",,Baby,$81586432.45,18 November 2006,UNITED STATES OF AMERICA
699,BancFirst Corporation,aparmanje@senate.gov,Toys,$21927226.87,14 December 2004,UK.
700,Washington Prime Group Inc.,rbarrarjf@bloomberg.com,Games,$20296681.32,14 May 2006,uk
701,"Colony NorthStar, Inc.",,Garden,$98701420.10,9 April 1999,United Kingdom 
702,"TPI Composites, Inc.",roldjh@pbs.org,Baby,$5358407.07,3 November 2011,United Kingdom
703,"Soleno Therapeutics, Inc.",lbrinsonji@seattletimes.com,Shoes,$44855197.93,22 November 1990,South Africa/
704,"Williams-Sonoma, Inc.",,Computers,$87085141.33,8 January 2000,UNITED STATES OF AMERICA
705,"Merit Medical Systems, Inc.",,Movies,$45903442.19,27 May 2011,south africa
706,Blackrock MuniYield Pennsylvania Quality Fund,pmatussevichjl@house.gov,Tools,$96050490.52,12 December 2010, UK
707,American Homes 4 Rent,,Books,$74284210.31,26 March 1992,United Kingdom
708,"O'Reilly Automotive, Inc.",,Shoes,$94563194.98,8 August 2007, United States
709,"MS Income Securities, Inc.",wmcilwainejo@gmpg.org,Clothing,$89301484.16,3 July 1998, United States of America
710,Physicians Realty Trust,,Industrial,$87661989.47,15 May 1999,united states of america
711,"TG Therapeutics, Inc.",,Games,$76470041.47,22 August 1997,SOUTH AFRICA
712,First Foundation Inc.,,Garden,$5315250.04,24 September 2000, UK
713,Blackrock MuniYield Pennsylvania Quality Fund,kbulcroftjs@sina.com.cn,Clothing,$92866084.60,19 September 2002,united states
714,Trillium Therapeutics Inc.,,Books,$95454235.25,1 July 2003,united states
715,Abbott Laboratories,nsullerju@w3.org,Outdoors,$5493814.04,21 December 2011,United States of America.
716,Investors Real Estate Trust,kjaunceyjv@drupal.org,Tools,$63112357.13,13 May 2008,UK.
717,"Autoliv, Inc.",,Beauty,$14125110.95,17 June 2008,UNITED STATES OF AMERICA
718,"Diamond Hill Investment Group, Inc.",,Garden,$17575865.36,24 June 1996, United Kingdom
719,"P & F Industries, Inc.",,Outdoors,$30850239.64,10 October 1993,United Kingdom
720,iStar Financial Inc.,,Shoes,$48040569.16,8 February 2011,United Kingdom
721,ENDRA Life Sciences Inc.,rridulfok0@buzzfeed.com,Sports,$58612406.25,11 February 1988,United States
722,ROBO Global Robotics and Automation Index ETF,cstockdalek1@histats.com,Shoes,$2802185.55,16 April 2003,United States of America
723,Blackrock MuniYield Investment QualityFund,,Home,$19921356.04,18 April 2005,United Kingdom.
724,Graham Holdings Company,kcroisierk3@github.io,Baby,$87321630.61,12 March 2008,United States of America
725,"CalAtlantic Group, Inc.",,Baby,$79520758.43,23 May 2005,United Kingdom/
726,"Empire State Realty Trust, Inc.",,Grocery,$62661446.94,19 September 2010,United States 
727,"China Commercial Credit, Inc.",,Automotive,$94100266.73,8 June 1992,UNITED STATES OF AMERICA
728,Caesars Acquisition Company,,,$95632799.40,5 June 2003,UK
729,JetBlue Airways Corporation,,Computers,$90967436.32,12 August 2010,united kingdom
730,"FTI Consulting, Inc.",,Tools,$78800047.00,19 May 2009,United States
731,WisdomTree Western Asset Unconstrained Bond Fund,,Beauty,$88512191.45,9 November 2007,United States.
732,"SORL Auto Parts, Inc.",cgolleykb@bing.com,Clothing,$2327783.09,11 April 2003, South Africa
733,"Provident Bancorp, Inc.",gbrumheadkc@devhub.com,Beauty,$36796357.37,13 August 2001,United States/
734,Norwegian Cruise Line Holdings Ltd.,,Games,$51542694.90,6 July 1984,SOUTH AFRICA
735,"Twenty-First Century Fox, Inc.",,Sports,$3152882.63,16 May 2011,UNITED STATES OF AMERICA
736,"SunOpta, Inc.",,Garden,$91466933.33,26 July 2005, United States of America
737,"NeoGenomics, Inc.",,Clothing,$5666339.92,18 May 2010,South Africa.
738,Baltimore Gas & Electric Company,,Jewelry,$9292193.26,25 March 2012,united kingdom
739,Kayne Anderson Energy Development Company,,Shoes,$8613724.31,1 June 2011,UK/
740,REX American Resources Corporation,,Jewelry,$41175628.30,10 December 1996,united states
741,Janus Henderson Small/Mid Cap Growth Alpha ETF,,Jewelry,$18711457.80,18 May 2008,United States of America/
742,"Spectrum Brands Holdings, Inc.",cberridgekl@ft.com,Outdoors,$79813419.16,5 November 2009,united states of america
743,"Diversified Restaurant Holdings, Inc.",esilcockkm@ftc.gov,Tools,$36287030.10,27 September 1996,UK.
744,"Virtus Investment Partners, Inc.",,Industrial,$78841702.97,9 July 1986,United States/
745,"PriceSmart, Inc.",hgreggko@unesco.org,Music,$89267741.77,2 March 2010,United States 
746,ENSCO plc,,Garden,$55764949.12,14 February 2004,united states of america
747,"Condor Hospitality Trust, Inc.",,Computers,$43321261.30,21 July 2006,United Kingdom
748,Anadarko Petroleum Corporation,,Electronics,$95913702.74,5 August 2011,United Kingdom.
749,iStar Financial Inc.,mninehamks@nasa.gov,Industrial,$59970792.30,12 February 1992,United Kingdom.
750,"Blackrock MuniYield New York Quality Fund, Inc.",dgravestonekt@businessweek.com,Shoes,$37590873.26,13 January 1993,United Kingdom 
751,Marvell Technology Group Ltd.,,Jewelry,$43926351.88,4 December 1997,United States of America.
752,"Ollie's Bargain Outlet Holdings, Inc.",,,$1062786.57,16 August 2005,south africa
753,Invesco Value Municipal Income Trust,,Games,$95952222.53,23 September 2011,United Kingdom
754,"CareTrust REIT, Inc.",sjessekx@freewebs.com,Clothing,$46711430.57,7 June 2009,SOUTH AFRICA
755,Hunter Maritime Acquisition Corp.,,Movies,$14817758.97,5 August 1989,United States of America.
756,Pioneer Municipal High Income Advantage Trust,bhewskz@desdev.cn,Clothing,$14856458.87,5 December 2004,UK.
757,Japan Smaller Capitalization Fund Inc,,Jewelry,$62509237.79,22 March 2008,United States/
758,Brookfield DTLA Inc.,,Books,$48643383.86,1 November 1992,UK 
759,SuperValu Inc.,lslingerl2@cmu.edu,Automotive,$20227930.31,15 June 1992,South Africa
760,"Mirna Therapeutics, Inc.",cmingardil3@51.la,Home,$11102754.20,27 October 2000,United States.
761,"HFF, Inc.",,Jewelry,$90712718.79,1 December 1989,United Kingdom.
762,"American Assets Trust, Inc.",,Automotive,$43874166.12,2 September 2010,UNITED STATES
763,First Defiance Financial Corp.,crattenberiel6@naver.com,Jewelry,$8562252.28,23 August 1994,United Kingdom
764,"Gray Television, Inc.",mbasleyl7@google.it,Kids,$22964457.22,1 September 2007,UNITED STATES
765,Capstone Turbine Corporation,,Movies,$52123720.89,17 February 2003,United States/
766,"Renewable Energy Group, Inc.",,Home,$56511782.99,5 June 2008,South Africa.
767,"Casella Waste Systems, Inc.",smeaseyla@go.com,Toys,$42218476.03,12 December 2005,United States/
768,"Alliance HealthCare Services, Inc.",,Baby,$20425617.85,4 November 2007,United Kingdom
769,PHH Corp,,Jewelry,$78702705.62,20 October 1996,United States
770,Pacific Gas & Electric Co.,fbratleyld@surveymonkey.com,Games,$6074859.64,10 August 2010,United States/
771,"Agile Therapeutics, Inc.",,Games,$7908579.10,19 April 2005,united kingdom
772,"Entergy Arkansas, Inc.",,Grocery,$24640281.51,19 September 1997,South Africa/
773,"Tableau Software, Inc.",odowninglg@cyberchimps.com,Music,$35228140.59,5 November 2008,united states
774,Brookdale Senior Living Inc.,socaheylh@samsung.com,Automotive,$99022207.16,15 April 2008,UK.
775,"Envestnet, Inc",,Shoes,$79520836.08,2 July 1997,south africa
776,Blackrock MuniHoldings Investment Quality Fund,,Industrial,$36096970.03,12 December 2004,UK.
777,"DexCom, Inc.",,Electronics,$37377635.10,7 November 2006,UK
778,"Zillow Group, Inc.",,Baby,$47343392.78,10 March 2008,United States of America
779,Southwest Airlines Company,,Clothing,$78370675.74,11 April 2008,UK 
780,"Stanley Black & Decker, Inc.",,Computers,$29454136.02,20 December 2002,South Africa.
781,"Celestica, Inc.",dtrounsonlo@gmpg.org,Computers,$77233435.61,7 June 2000,United States/
782,"ARCA biopharma, Inc.",,Industrial,$82240007.13,12 October 2011,United States.
783,Credit Acceptance Corporation,,Beauty,$46339166.67,4 July 2005,United Kingdom 
784,"SeaWorld Entertainment, Inc.",,,$2997021.50,27 February 2004,United States.
785,"Sarepta Therapeutics, Inc.",,Industrial,$62709294.29,24 October 1994,united states
786,Pangaea Logistics Solutions Ltd.,mbruynslt@quantcast.com,Games,$98693771.52,27 September 2012,uk
787,Cliffs Natural Resources Inc.,,Outdoors,$25272064.87,24 February 2006,United States.
788,Entercom Communications Corporation,,Books,$38844928.21,5 May 2001,UK 
789,"WEC Energy Group, Inc.",,Electronics,$24658346.57,5 April 1995,South Africa 
790,"Soligenix, Inc.",,Toys,$72494038.16,7 January 2006,UK 
791,"SPAR Group, Inc.",bhallworthly@yale.edu,Industrial,$7119883.41,4 July 1995,United States of America.
792,"BioScrip, Inc.",,Games,$45314784.35,20 May 2006,UK 
793,"American International Group, Inc.",kfrancombm0@vimeo.com,Garden,$98520129.42,12 July 2009,United States of America 
794,Kennametal Inc.,dfelminghamm1@blogtalkradio.com,Beauty,$10478683.48,6 November 2004,UK 
795,Nevro Corp.,omcgeachiem2@army.mil,Books,$19528401.77,22 April 2002,United Kingdom/
796,Pebblebrook Hotel Trust,mrobinsm3@bing.com,Garden,$56297093.64,17 September 2008,United States 
797,"People's United Financial, Inc.",rbeezem4@pbs.org,Jewelry,$61793929.23,26 June 1995,UK.
798,"WellCare Health Plans, Inc.",fkermonm5@wix.com,Kids,$19049790.02,12 November 2011,United Kingdom/
799,The KEYW Holding Corporation,killesm6@g.co,Automotive,$37109506.61,4 April 2000, United States of America
800,RiceBran Technologies,,Books,$16868455.59,10 July 2011, United States of America
801,"Fortinet, Inc.",pguilbertm8@soundcloud.com,,$87372405.33,17 October 2004,United States of America.
802,"Customers Bancorp, Inc",cgrimmettm9@yelp.com,Shoes,$50596344.59,15 May 1994,UNITED STATES
803,FlexShares Disciplined Duration MBS Index Fund,,Books,$8617875.58,25 July 1962,United States/
804,Tower Semiconductor Ltd.,,Garden,$16387895.57,5 November 2007, United States
805,Ryerson Holding Corporation,,Health,$25279490.42,16 June 2009,uk
806,Liberty Global plc,cduhigmd@lulu.com,Health,$37284034.47,21 September 2002, United Kingdom
807,Dreyfus High Yield Strategies Fund,,Baby,$61602068.75,7 June 2005,United Kingdom 
808,Nuveen High Income December 2019 Target Term Fund,jkalfmf@ask.com,Computers,$33522350.57,26 November 2007,United States/
809,National General Holdings Corp,,Toys,$20451446.03,22 June 1992,united states of america
810,Banco De Chile,,Toys,$35917536.80,19 July 2005,UNITED STATES
811,First Trust NASDAQ ABA Community Bank Index Fund,rcoushemi@wordpress.com,Books,$30480384.57,10 November 1993,United States 
812,Fox Factory Holding Corp.,hcapsmj@theatlantic.com,Automotive,$9063314.32,8 November 1989,united states of america
813,Eaton Vance Tax Advantaged Dividend Income Fund,kfessiermk@nhs.uk,Computers,$98548739.33,12 May 1988,United Kingdom
814,"NeoGenomics, Inc.",,Outdoors,$90358848.11,14 September 2010, South Africa
815,MagneGas Corporation,,Sports,$47101211.98,26 November 1996,UNITED STATES OF AMERICA
816,VictoryShares US 500 Enhanced Volatility Wtd ETF,,Home,$21854405.85,7 October 1997,UNITED STATES OF AMERICA
817,"Customers Bancorp, Inc",,Music,$8621840.18,7 July 2002, South Africa
818,"Home BancShares, Inc.",,Tools,$36541652.67,4 December 1999,United States of America.
819,"Boot Barn Holdings, Inc.",,Grocery,$87443572.13,15 September 2006,UNITED STATES OF AMERICA
820,Graham Holdings Company,,Toys,$52330938.92,25 September 2003,United Kingdom
821,Cowen Inc.,,Tools,$90794082.06,19 September 1996,united kingdom
822,TransCanada Corporation,,Computers,$82176832.18,15 March 1988,united states of america
823,The Long-Term Care ETF,jnornasellmu@mail.ru,Jewelry,$95597268.79,27 August 2007,United Kingdom 
824,"Redwood Trust, Inc.",,Games,$10279696.82,19 May 1995,UK
825,Kitov Pharmaceuticals Holdings Ltd.,gseintmw@virginia.edu,Books,$81363835.71,18 June 2000,United States.
826,Ivy NextShares,,Computers,$84694999.50,13 June 1995,UK/
827,"Stericycle, Inc.",wburstowemy@ehow.com,Shoes,$7145746.41,6 October 1994,united states of america
828,"Chegg, Inc.",tclabburnmz@jimdo.com,Music,$71710870.09,18 June 1992,UK 
829,Fang Holdings Limited,,Computers,$99839682.86,13 August 2013,United States of America 
830,"HD Supply Holdings, Inc.",,Industrial,$26512773.71,19 September 2011, United States
831,Annaly Capital Management Inc,iastletn2@statcounter.com,Clothing,$84407619.26,2 December 1992,United States of America
832,Huntington Bancshares Incorporated,tgallehockn3@mapy.cz,Computers,$86889899.34,1 November 2001,United States 
833,"Agile Therapeutics, Inc.",,Clothing,$80558042.49,2 October 2008,united states
834,BlackRock Science and Technology Trust,,Automotive,$30967753.53,16 September 2004,United Kingdom
835,Brookfield Business Partners L.P.,,Shoes,$57154762.08,20 August 1992,United States of America
836,"Ebix, Inc.",rwittmann7@google.de,Movies,$24805949.63,11 December 2004, United Kingdom
837,Urstadt Biddle Properties Inc.,,Kids,$66870766.40,10 March 1998,United Kingdom 
838,Modine Manufacturing Company,,Baby,$37787402.65,10 December 1986,South Africa/
839,"Internationa Flavors & Fragrances, Inc.",ejulianona@geocities.com,Baby,$43089084.58,14 April 1992,UNITED STATES
840,"PGT Innovations, Inc.",,Games,$91890177.81,25 December 1993,UK
841,"Pathfinder Bancorp, Inc.",,Shoes,$67128133.06,5 June 1985,South Africa 
842,M&T Bank Corporation,,Electronics,$43507555.99,17 June 2001, South Africa
843,"Boston Private Financial Holdings, Inc.",,Kids,$75580277.41,21 October 1999,UNITED STATES OF AMERICA
844,"Cempra, Inc.",ohandleynf@people.com.cn,Industrial,$33686021.75,13 September 2004, UK
845,"Western Asset Municipal High Income Fund, Inc.",,Sports,$38305570.66,15 January 2002,south africa
846,"Perficient, Inc.",mcapounnh@boston.com,Baby,$2069405.71,4 December 1990, South Africa
847,"Gibraltar Industries, Inc.",slidgettni@constantcontact.com,Books,$11233250.87,26 May 1984,United Kingdom/
848,"Ecology and Environment, Inc.",,Tools,$62811197.67,22 February 2013,United States of America 
849,Walter Investment Management Corp.,,Health,$2870349.69,22 November 2009, United States of America
850,WSFS Financial Corporation,,Baby,$85275176.03,12 September 1964,United Kingdom 
851,Sun Hydraulics Corporation,ypadgettnm@washingtonpost.com,Electronics,$2167762.15,26 November 2013,United Kingdom.
852,Ares Commercial Real Estate Corporation,acapstakenn@rambler.ru,Tools,$50910665.83,1 August 1996,United Kingdom 
853,Jupai Holdings Limited,,Automotive,$79610638.39,1 October 2001, United States
854,Resource Capital Corp.,hdonnellynp@ameblo.jp,Movies,$46939263.57,10 September 2004,UNITED STATES OF AMERICA
855,"AngioDynamics, Inc.",ekynetonnq@state.gov,Jewelry,$58816620.18,25 June 1978,UK
856,Companhia Brasileira de Distribuicao,,Home,$8619057.96,16 October 2000,United Kingdom.
857,"Allied Motion Technologies, Inc.",,Industrial,$56599857.91,18 December 2012,South Africa
858,VEON Ltd.,,Electronics,$8086375.47,20 May 2011,South Africa/
859,"Genius Brands International, Inc.",,Games,$80056380.55,21 September 1991,SOUTH AFRICA
860,eGain Corporation,tpimnv@etsy.com,Automotive,$42844537.59,18 October 1991,United Kingdom.
861,Netshoes (Cayman) Limited,,Jewelry,$84702518.02,26 July 2007,United States
862,"Accelerate Diagnostics, Inc.",,Kids,$30249625.57,23 April 2009, South Africa
863,"Allison Transmission Holdings, Inc.",lleallny@google.pl,Computers,$58161542.98,2 January 2003,United Kingdom 
864,Capella Education Company,rkollatschnz@bigcartel.com,Games,$85318448.37,25 September 2006,UNITED KINGDOM
865,BB&T Corporation,,Movies,$88373894.77,1 July 2012,United Kingdom
866,PowerShares Global Water Portfolio,,Jewelry,$7725202.06,23 July 2009,UNITED STATES OF AMERICA
867,ESCO Technologies Inc.,,Automotive,$45708735.35,1 February 1997,SOUTH AFRICA
868,Global Medical REIT Inc.,,Games,$50905772.39,6 September 1999,united states
869,PowerShares High Yield Equity Dividend Achievers Portfolio,,Toys,$63591607.04,27 May 2001,united states of america
870,WisdomTree United Kingdom Hedged Equity Fund,mrubino5@webeden.co.uk,Outdoors,$40577871.09,12 June 2001,SOUTH AFRICA
871,First Trust NASDAQ-100 Equal Weighted Index Fund,,Home,$59528015.21,10 June 1985,UK.
872,"Barracuda Networks, Inc.",,Books,$83845157.78,20 December 2011,united states of america
873,First Horizon National Corporation,iparkmano8@harvard.edu,Jewelry,$66247587.06,18 January 1990,United States of America.
874,"Oxford Industries, Inc.",awapolo9@dmoz.org,Electronics,$19080453.16,1 June 2008,UK
875,"Applied Materials, Inc.",,Garden,$8289004.05,7 February 1994,United States of America
876,"Buffalo Wild Wings, Inc.",,Industrial,$41163519.83,26 July 2006,UK 
877,NASDAQ TEST STOCK,estronackoc@macromedia.com,Computers,$22938067.19,25 February 2006, United States of America
878,"WesBanco, Inc.",,Garden,$29867121.76,12 January 2005,South Africa.
879,"Internationa Flavors & Fragrances, Inc.",lkirimaaoe@globo.com,Garden,$19690011.78,17 October 2010,United Kingdom 
880,"Editas Medicine, Inc.",,Home,$79700536.09,21 May 2006,UK/
881,Vanda Pharmaceuticals Inc.,,Toys,$2685552.63,20 February 2002,United Kingdom.
882,Cemex S.A.B. de C.V.,whavileoh@latimes.com,Computers,$4886897.16,22 September 2004,SOUTH AFRICA
883,"SB Financial Group, Inc.",kjoyesoi@marriott.com,Clothing,$14820770.23,14 June 2008,UK
884,Axis Capital Holdings Limited,,Clothing,$66180224.12,27 April 2006,south africa
885,"Athenex, Inc.",kdodgshunok@wikispaces.com,Outdoors,$10072289.15,20 October 1995,UNITED KINGDOM
886,Teekay Offshore Partners L.P.,,Music,$70790495.51,7 June 2006,United Kingdom 
887,The Charles Schwab Corporation,,Music,$88661892.41,26 February 1992,South Africa.
888,Genpact Limited,,Health,$44130597.96,16 February 2010,UK.
889,Canterbury Park Holding Corporation,,Health,$594919.47,15 May 2006, South Africa
890,Unifirst Corporation,gmagarrellop@fc2.com,Baby,$35467894.72,21 May 2011,uk
891,"Wheeler Real Estate Investment Trust, Inc.",oghionoq@globo.com,Electronics,$48990431.01,19 June 2003,United States/
892,Cemtrex Inc.,nfewlessor@who.int,Shoes,$48242511.52,1 May 2004,UK.
893,Ardmore Shipping Corporation,dmartinoos@quantcast.com,Books,$56699632.02,4 December 2006,United States of America.
894,Balchem Corporation,,Tools,$25912894.90,9 July 1998,United States of America/
895,eHi Car Services Limited,,Grocery,$19577459.55,16 January 2009,United States of America.
896,"Banc of California, Inc.",,Garden,$57583804.17,2 June 2011,United States 
897,First Merchants Corporation,,Electronics,$78260728.82,10 March 1996,UK/
898,NewMarket Corporation,,Home,$86234780.94,15 June 2012,South Africa.
899,ArcBest Corporation,,Books,$64138199.24,1 June 1998,UNITED KINGDOM
900,Invesco California Value Municipal Income Trust,deverilloz@wikia.com,Tools,$40883544.86,9 June 1998,United States of America.
901,"MyoKardia, Inc.",,Sports,$92024210.87,15 November 2008,United Kingdom 
902,"Hologic, Inc.",pwesternp1@wunderground.com,Computers,$65427946.62,24 April 1994,UNITED STATES
