age,education.num,sex,hours.per.week,income
66,2,Male,30,30k or less
51,13,Male,40,Over 30k
36,9,Female,30,30k or less
17,7,Female,40,30k or less
32,9,Male,40,30k or less
39,9,Female,40,30k or less
19,10,Male,60,30k or less
54,7,Male,40,Over 30k
45,13,Male,50,Over 30k
47,13,Female,40,30k or less
32,9,Female,40,30k or less
28,9,Male,50,30k or less
39,13,Male,40,30k or less
27,9,Male,50,30k or less
42,14,Female,38,Over 30k
24,13,Male,44,30k or less
45,13,Male,45,Over 30k
19,9,Male,30,30k or less
46,6,Male,40,Over 30k
50,9,Male,40,30k or less
32,9,Female,42,30k or less
43,9,Male,50,30k or less
29,13,Male,40,30k or less
90,13,Female,10,30k or less
24,10,Male,50,30k or less
24,10,Female,53,30k or less
30,13,Male,40,30k or less
46,13,Female,40,30k or less
43,9,Male,40,30k or less
35,9,Female,40,30k or less
65,9,Female,24,30k or less
34,9,Male,40,30k or less
41,11,Male,40,30k or less
24,10,Male,60,30k or less
24,9,Male,35,30k or less
39,9,Male,60,Over 30k
58,9,Female,25,30k or less
42,14,Male,55,30k or less
57,9,Male,40,30k or less
67,9,Male,40,Over 30k
23,9,Male,40,30k or less
35,10,Male,40,30k or less
39,10,Male,60,30k or less
36,9,Male,40,30k or less
29,12,Female,13,30k or less
25,9,Male,40,30k or less
54,6,Male,45,Over 30k
24,9,Male,44,30k or less
70,6,Male,50,30k or less
38,14,Male,70,30k or less
51,9,Female,40,Over 30k
28,9,Male,40,30k or less
66,15,Male,25,Over 30k
57,9,Male,60,Over 30k
29,10,Female,40,30k or less
21,10,Female,40,30k or less
42,6,Male,43,Over 30k
50,10,Female,40,30k or less
65,9,Female,14,30k or less
64,9,Female,38,30k or less
44,7,Female,30,30k or less
17,6,Male,10,30k or less
17,6,Female,40,30k or less
43,10,Male,60,30k or less
32,12,Female,40,30k or less
20,10,Female,20,30k or less
23,10,Male,10,30k or less
34,9,Male,45,30k or less
30,10,Male,20,30k or less
32,4,Male,40,30k or less
28,10,Male,40,30k or less
44,9,Male,45,Over 30k
37,10,Male,40,30k or less
56,10,Male,40,30k or less
27,13,Male,40,30k or less
34,9,Female,20,30k or less
37,9,Male,40,30k or less
66,13,Male,40,Over 30k
19,9,Male,30,30k or less
60,11,Female,40,30k or less
47,9,Male,40,Over 30k
47,10,Male,48,Over 30k
48,11,Male,60,30k or less
57,9,Male,60,30k or less
62,5,Female,25,30k or less
45,10,Male,40,30k or less
55,9,Male,40,30k or less
62,9,Female,32,30k or less
49,7,Female,38,30k or less
25,9,Male,40,30k or less
39,10,Male,50,30k or less
27,10,Male,50,30k or less
43,9,Male,40,Over 30k
21,10,Female,20,30k or less
33,15,Female,40,Over 30k
33,10,Male,50,30k or less
33,7,Female,38,30k or less
70,4,Female,35,30k or less
25,10,Male,42,30k or less
17,7,Male,25,30k or less
20,10,Male,40,30k or less
19,10,Male,35,30k or less
31,12,Male,40,30k or less
26,13,Male,55,30k or less
52,14,Male,40,30k or less
26,13,Female,40,30k or less
38,9,Male,45,30k or less
25,10,Male,40,30k or less
22,13,Female,9,30k or less
53,9,Male,40,Over 30k
30,12,Male,50,30k or less
44,10,Male,60,Over 30k
32,13,Male,56,Over 30k
59,7,Male,20,30k or less
49,10,Female,40,30k or less
31,9,Male,50,Over 30k
44,5,Male,40,30k or less
36,9,Female,40,30k or less
37,5,Male,50,Over 30k
29,13,Male,40,30k or less
52,9,Male,40,30k or less
21,10,Female,40,30k or less
36,10,Female,38,30k or less
24,9,Female,30,30k or less
31,9,Male,40,30k or less
54,9,Female,35,30k or less
44,13,Male,40,30k or less
18,10,Male,30,30k or less
41,9,Female,40,30k or less
37,14,Female,70,30k or less
68,16,Male,50,30k or less
31,10,Male,40,30k or less
48,9,Male,40,30k or less
80,9,Male,8,30k or less
26,10,Male,40,30k or less
63,5,Male,40,30k or less
19,10,Male,20,30k or less
30,10,Female,30,30k or less
42,9,Male,60,30k or less
64,12,Male,40,Over 30k
32,13,Male,40,30k or less
50,9,Male,47,30k or less
32,13,Female,40,30k or less
58,13,Male,40,30k or less
24,10,Male,15,30k or less
53,13,Male,50,Over 30k
23,10,Female,40,30k or less
42,12,Female,40,30k or less
30,9,Female,40,30k or less
38,13,Female,35,30k or less
28,9,Male,40,30k or less
19,8,Female,20,30k or less
45,9,Male,40,30k or less
26,13,Male,40,30k or less
33,5,Female,40,30k or less
54,14,Female,55,Over 30k
23,10,Female,50,30k or less
43,9,Male,55,Over 30k
25,7,Male,40,30k or less
17,7,Female,25,30k or less
37,9,Female,68,30k or less
60,11,Male,40,30k or less
59,13,Female,40,30k or less
59,9,Male,40,Over 30k
28,9,Male,16,30k or less
33,9,Male,40,30k or less
33,11,Female,99,30k or less
23,10,Male,40,30k or less
60,9,Female,44,30k or less
52,8,Female,40,30k or less
31,9,Male,45,30k or less
30,13,Female,55,Over 30k
20,10,Female,32,30k or less
33,11,Female,50,30k or less
25,9,Female,35,30k or less
63,9,Female,20,30k or less
63,10,Male,35,30k or less
43,9,Female,30,30k or less
58,7,Female,40,30k or less
70,11,Female,35,30k or less
42,10,Male,55,Over 30k
20,10,Male,25,30k or less
35,9,Male,40,30k or less
62,5,Male,40,30k or less
43,13,Female,35,30k or less
19,8,Male,40,30k or less
46,9,Female,40,30k or less
45,12,Female,40,30k or less
48,6,Male,30,30k or less
29,12,Female,40,30k or less
36,9,Female,25,30k or less
58,7,Male,40,30k or less
43,9,Female,40,30k or less
59,13,Male,4,30k or less
42,13,Male,40,30k or less
33,11,Male,40,Over 30k
23,10,Male,40,30k or less
21,10,Male,25,30k or less
32,9,Male,40,30k or less
31,10,Male,50,Over 30k
66,14,Female,40,30k or less
23,13,Male,32,30k or less
52,10,Female,35,Over 30k
17,7,Male,15,30k or less
35,10,Male,43,Over 30k
21,10,Female,10,30k or less
24,10,Female,40,30k or less
29,13,Male,40,30k or less
34,9,Male,40,30k or less
64,9,Male,40,Over 30k
27,9,Male,39,30k or less
44,9,Male,40,30k or less
31,9,Female,60,30k or less
23,9,Female,35,30k or less
31,9,Male,64,30k or less
45,6,Male,60,30k or less
33,12,Male,40,Over 30k
33,14,Female,40,30k or less
30,10,Female,20,Over 30k
25,10,Male,42,30k or less
22,5,Male,40,30k or less
30,13,Male,40,Over 30k
43,8,Male,60,30k or less
37,4,Female,25,30k or less
51,9,Male,45,30k or less
36,10,Male,60,30k or less
73,3,Male,6,30k or less
32,14,Female,40,30k or less
34,9,Male,50,30k or less
51,9,Male,40,30k or less
20,9,Female,45,30k or less
19,10,Male,20,30k or less
55,6,Male,40,30k or less
60,10,Male,40,30k or less
19,9,Male,40,30k or less
35,9,Male,40,30k or less
20,9,Female,30,30k or less
34,13,Male,15,30k or less
27,14,Male,55,30k or less
37,11,Male,84,30k or less
73,9,Male,40,30k or less
36,9,Male,40,30k or less
54,9,Male,60,Over 30k
49,7,Male,50,30k or less
68,9,Male,40,30k or less
30,11,Male,40,30k or less
28,13,Male,50,30k or less
28,7,Male,50,Over 30k
25,10,Male,40,30k or less
40,10,Male,55,Over 30k
32,9,Female,40,30k or less
60,7,Female,20,30k or less
18,8,Female,30,30k or less
36,13,Male,40,30k or less
26,13,Female,40,30k or less
24,9,Female,45,30k or less
27,13,Male,50,30k or less
58,13,Female,50,30k or less
28,9,Male,40,30k or less
36,13,Female,60,30k or less
45,9,Male,40,Over 30k
23,9,Male,48,30k or less
69,9,Male,35,30k or less
58,9,Male,40,30k or less
22,9,Male,20,30k or less
58,13,Male,35,30k or less
53,10,Male,60,Over 30k
44,9,Male,60,30k or less
31,6,Male,40,30k or less
48,9,Male,40,30k or less
46,10,Female,40,30k or less
43,10,Female,40,30k or less
17,6,Male,15,30k or less
20,10,Male,40,30k or less
22,10,Female,35,30k or less
19,10,Male,35,30k or less
35,10,Female,40,30k or less
29,13,Male,40,30k or less
18,10,Female,40,30k or less
25,9,Male,35,30k or less
54,6,Male,40,30k or less
23,10,Female,16,30k or less
26,9,Male,50,30k or less
25,9,Male,40,30k or less
46,5,Female,40,30k or less
41,10,Female,50,30k or less
31,9,Male,40,30k or less
48,14,Male,40,Over 30k
52,14,Female,50,30k or less
22,9,Male,43,30k or less
18,9,Male,25,30k or less
46,10,Female,40,30k or less
34,10,Male,40,30k or less
30,9,Male,48,30k or less
31,7,Male,40,30k or less
21,9,Male,40,30k or less
30,13,Male,40,30k or less
54,7,Female,50,Over 30k
36,9,Male,40,Over 30k
50,13,Male,50,Over 30k
26,13,Female,35,30k or less
47,15,Male,35,30k or less
36,9,Male,37,30k or less
32,10,Male,60,30k or less
21,6,Female,35,30k or less
30,9,Male,45,30k or less
55,6,Male,50,30k or less
43,10,Male,40,30k or less
37,9,Male,30,30k or less
28,10,Female,40,30k or less
39,10,Male,50,30k or less
35,9,Male,40,30k or less
59,14,Male,20,30k or less
26,9,Male,36,30k or less
21,9,Male,37,30k or less
23,10,Female,20,30k or less
17,6,Female,30,30k or less
23,9,Female,40,30k or less
34,9,Male,15,30k or less
33,12,Female,40,30k or less
31,12,Male,45,30k or less
56,9,Male,40,30k or less
21,9,Female,40,30k or less
26,6,Female,30,30k or less
41,7,Female,40,30k or less
46,14,Male,55,Over 30k
47,9,Female,40,30k or less
43,15,Male,60,Over 30k
35,9,Male,45,30k or less
44,9,Male,50,30k or less
44,11,Male,40,30k or less
57,10,Male,42,30k or less
24,10,Male,40,30k or less
38,13,Female,50,30k or less
25,10,Female,40,30k or less
33,9,Male,84,Over 30k
50,10,Male,52,Over 30k
36,13,Male,55,Over 30k
27,10,Female,40,30k or less
22,11,Male,50,30k or less
30,9,Male,40,30k or less
90,14,Female,40,30k or less
39,9,Male,40,30k or less
34,13,Male,45,30k or less
39,13,Male,60,Over 30k
19,10,Female,4,30k or less
19,6,Male,40,30k or less
29,9,Male,40,30k or less
38,10,Male,45,30k or less
34,4,Male,40,30k or less
35,12,Female,40,30k or less
29,13,Male,40,30k or less
22,9,Male,40,30k or less
33,10,Male,40,30k or less
41,9,Male,40,30k or less
27,10,Female,50,30k or less
25,9,Male,50,30k or less
36,13,Female,35,Over 30k
25,9,Female,40,30k or less
37,7,Male,65,30k or less
26,13,Male,40,30k or less
36,14,Female,40,30k or less
53,10,Female,40,30k or less
37,9,Male,45,30k or less
41,9,Male,40,30k or less
53,13,Male,55,30k or less
23,10,Male,32,30k or less
28,9,Male,50,30k or less
53,6,Male,40,30k or less
32,9,Male,20,Over 30k
33,13,Female,50,30k or less
31,10,Male,55,30k or less
27,12,Female,40,Over 30k
37,14,Male,40,30k or less
39,9,Male,60,30k or less
18,8,Female,20,30k or less
42,9,Male,40,Over 30k
49,13,Male,40,Over 30k
35,9,Female,36,30k or less
43,9,Male,99,30k or less
31,10,Male,40,Over 30k
27,13,Male,40,30k or less
46,10,Female,40,30k or less
54,9,Male,44,30k or less
59,15,Male,55,Over 30k
36,10,Male,40,30k or less
32,9,Male,40,Over 30k
53,14,Male,40,Over 30k
26,9,Female,40,30k or less
35,9,Female,40,Over 30k
48,9,Female,40,30k or less
30,10,Male,40,30k or less
58,9,Female,10,Over 30k
44,9,Male,32,30k or less
30,11,Female,40,30k or less
68,9,Male,10,30k or less
26,13,Female,40,30k or less
26,13,Female,40,30k or less
48,13,Male,47,30k or less
55,9,Female,37,30k or less
52,9,Male,36,30k or less
54,11,Male,38,Over 30k
31,14,Female,25,30k or less
31,13,Male,50,Over 30k
47,9,Male,40,Over 30k
40,11,Male,40,Over 30k
46,10,Female,48,30k or less
45,9,Female,40,30k or less
34,10,Female,18,30k or less
19,10,Female,20,30k or less
56,10,Female,40,30k or less
35,10,Female,40,Over 30k
43,13,Female,40,30k or less
59,13,Male,37,Over 30k
66,4,Male,10,30k or less
63,4,Male,60,Over 30k
32,10,Female,37,30k or less
58,13,Female,40,30k or less
43,11,Male,50,Over 30k
27,9,Female,52,30k or less
21,8,Male,32,30k or less
44,10,Male,60,Over 30k
40,9,Male,60,30k or less
65,9,Female,40,30k or less
50,10,Male,45,Over 30k
18,9,Male,20,30k or less
51,14,Male,40,Over 30k
44,10,Female,40,30k or less
20,10,Female,13,30k or less
29,11,Male,40,30k or less
50,11,Male,50,Over 30k
43,6,Male,40,30k or less
23,13,Female,40,30k or less
41,9,Male,40,30k or less
30,10,Female,30,30k or less
58,13,Male,25,30k or less
50,11,Male,40,30k or less
37,13,Male,65,Over 30k
21,9,Male,24,30k or less
33,9,Female,20,30k or less
52,10,Female,45,30k or less
47,9,Male,40,30k or less
34,10,Male,40,Over 30k
31,10,Female,15,30k or less
19,10,Male,40,30k or less
45,10,Female,45,30k or less
45,11,Male,3,30k or less
37,9,Female,40,30k or less
20,9,Female,20,30k or less
39,9,Male,40,30k or less
18,10,Female,30,30k or less
62,10,Male,80,30k or less
24,13,Female,40,30k or less
37,9,Male,45,30k or less
46,13,Female,25,30k or less
44,9,Male,40,30k or less
25,13,Male,35,30k or less
24,13,Male,50,30k or less
61,9,Male,20,30k or less
45,14,Female,40,30k or less
33,10,Male,48,30k or less
26,9,Male,30,30k or less
40,9,Female,32,30k or less
25,13,Male,60,30k or less
31,13,Female,50,30k or less
55,10,Female,38,30k or less
46,12,Female,38,30k or less
58,13,Male,38,30k or less
56,9,Female,40,30k or less
45,13,Male,55,Over 30k
24,13,Male,40,Over 30k
35,9,Male,56,30k or less
51,9,Male,40,Over 30k
17,7,Female,10,30k or less
21,6,Female,40,30k or less
45,13,Female,40,Over 30k
56,8,Female,40,30k or less
39,9,Male,40,30k or less
20,10,Male,40,30k or less
44,10,Male,45,30k or less
33,9,Male,40,30k or less
25,13,Male,45,Over 30k
38,9,Male,50,30k or less
33,13,Male,20,30k or less
49,9,Female,40,30k or less
28,9,Female,40,30k or less
29,9,Male,40,30k or less
23,11,Male,20,30k or less
37,13,Male,5,Over 30k
52,10,Male,37,Over 30k
27,9,Male,40,30k or less
21,9,Female,40,30k or less
61,10,Male,40,Over 30k
32,13,Male,40,Over 30k
21,10,Male,40,30k or less
63,8,Male,40,Over 30k
34,10,Male,42,30k or less
21,12,Male,10,30k or less
44,9,Female,33,30k or less
36,14,Male,50,Over 30k
44,13,Male,40,30k or less
42,9,Female,40,30k or less
60,9,Male,50,Over 30k
31,13,Male,40,30k or less
30,10,Male,40,30k or less
23,10,Female,25,30k or less
81,2,Female,20,30k or less
21,10,Female,38,30k or less
28,9,Male,40,30k or less
34,13,Female,40,30k or less
47,9,Female,40,30k or less
36,9,Male,50,30k or less
27,9,Male,99,30k or less
42,10,Female,38,30k or less
43,9,Male,35,30k or less
48,9,Female,32,30k or less
58,9,Female,24,30k or less
37,9,Male,46,Over 30k
41,10,Female,15,30k or less
31,4,Female,40,30k or less
31,13,Male,35,30k or less
53,9,Male,40,30k or less
19,10,Male,25,30k or less
56,16,Male,50,Over 30k
55,10,Female,40,Over 30k
51,3,Female,40,30k or less
62,10,Female,40,30k or less
43,10,Male,50,Over 30k
45,4,Male,48,30k or less
28,9,Male,45,30k or less
46,9,Male,40,Over 30k
62,13,Male,40,30k or less
57,9,Female,30,30k or less
60,13,Female,45,Over 30k
23,10,Male,40,30k or less
21,10,Female,8,30k or less
51,9,Male,48,30k or less
61,9,Male,40,30k or less
76,13,Male,40,30k or less
24,10,Male,39,30k or less
31,13,Male,55,30k or less
58,10,Female,40,30k or less
19,8,Female,25,30k or less
44,10,Female,45,30k or less
41,10,Male,7,30k or less
40,9,Male,35,30k or less
25,10,Male,30,30k or less
42,9,Male,40,30k or less
35,11,Male,40,30k or less
19,9,Female,12,30k or less
60,9,Female,40,30k or less
23,12,Male,25,30k or less
18,9,Female,40,30k or less
40,10,Male,45,Over 30k
19,10,Female,15,30k or less
51,9,Female,40,30k or less
41,13,Male,50,30k or less
18,6,Female,20,30k or less
41,10,Female,40,30k or less
27,10,Female,40,30k or less
71,2,Female,28,30k or less
73,9,Female,20,30k or less
45,10,Male,40,30k or less
25,10,Male,40,Over 30k
50,9,Female,16,30k or less
42,9,Female,40,30k or less
20,9,Female,45,30k or less
66,9,Female,18,30k or less
19,10,Male,15,30k or less
60,10,Male,55,30k or less
46,11,Male,40,30k or less
42,11,Male,35,30k or less
47,9,Female,40,30k or less
58,10,Male,36,30k or less
17,6,Female,40,30k or less
19,7,Male,24,30k or less
28,10,Male,70,30k or less
37,9,Female,40,30k or less
30,9,Male,50,30k or less
36,10,Male,40,30k or less
59,4,Female,99,30k or less
45,10,Male,40,30k or less
37,9,Female,40,30k or less
26,10,Female,40,30k or less
53,5,Male,40,30k or less
44,9,Female,15,30k or less
27,13,Male,40,30k or less
22,10,Male,40,30k or less
41,9,Male,40,30k or less
53,9,Male,40,30k or less
58,9,Male,40,30k or less
34,8,Female,53,30k or less
32,13,Male,60,Over 30k
27,9,Male,40,30k or less
25,10,Male,40,30k or less
40,6,Female,40,30k or less
36,10,Male,92,30k or less
23,9,Male,40,30k or less
44,5,Male,40,30k or less
19,9,Male,60,30k or less
42,13,Male,40,30k or less
60,10,Male,15,30k or less
45,9,Female,40,30k or less
67,3,Male,49,30k or less
52,14,Female,40,30k or less
28,16,Male,18,30k or less
83,9,Male,20,30k or less
17,7,Male,20,30k or less
27,11,Male,40,30k or less
35,11,Male,60,30k or less
40,10,Female,40,30k or less
23,12,Female,25,30k or less
51,7,Male,40,30k or less
82,6,Male,20,30k or less
28,9,Female,45,30k or less
29,13,Female,35,30k or less
19,9,Male,45,30k or less
30,13,Female,50,30k or less
66,13,Male,15,Over 30k
27,7,Male,40,30k or less
35,9,Male,40,30k or less
17,8,Male,15,30k or less
27,9,Male,40,30k or less
27,15,Male,50,30k or less
64,9,Male,16,30k or less
62,9,Female,15,30k or less
26,10,Male,40,30k or less
40,9,Male,40,30k or less
40,16,Male,40,Over 30k
35,9,Female,40,30k or less
52,10,Female,24,30k or less
46,10,Female,40,Over 30k
30,9,Male,40,30k or less
52,10,Male,40,Over 30k
28,9,Male,40,30k or less
17,6,Female,25,30k or less
46,10,Female,40,30k or less
45,13,Male,40,Over 30k
18,9,Female,40,30k or less
90,10,Female,37,30k or less
23,10,Male,40,30k or less
41,13,Male,40,Over 30k
19,10,Male,50,30k or less
69,9,Male,40,30k or less
23,12,Female,32,30k or less
28,10,Male,54,30k or less
57,9,Male,30,30k or less
73,9,Female,32,30k or less
33,14,Male,40,Over 30k
36,9,Male,40,30k or less
57,9,Female,40,30k or less
31,10,Female,40,30k or less
35,5,Male,38,30k or less
40,9,Female,48,30k or less
32,10,Female,40,30k or less
35,13,Male,40,30k or less
27,10,Female,40,30k or less
29,10,Female,40,30k or less
18,7,Female,30,30k or less
20,10,Male,30,30k or less
69,9,Male,24,30k or less
18,10,Female,40,30k or less
56,9,Female,40,30k or less
40,10,Female,8,30k or less
46,10,Male,40,30k or less
53,10,Female,40,30k or less
50,14,Male,50,Over 30k
23,7,Male,50,30k or less
40,13,Male,40,Over 30k
54,10,Male,40,Over 30k
45,10,Female,40,30k or less
53,9,Male,40,Over 30k
50,13,Female,40,Over 30k
22,13,Male,25,30k or less
40,13,Male,40,30k or less
36,14,Male,40,30k or less
25,12,Male,50,30k or less
29,9,Male,40,30k or less
29,13,Male,50,30k or less
22,13,Female,40,30k or less
60,14,Male,40,Over 30k
53,4,Female,40,30k or less
23,10,Female,20,30k or less
18,9,Female,10,30k or less
31,9,Male,60,30k or less
26,13,Male,48,Over 30k
18,7,Female,20,30k or less
45,14,Female,40,30k or less
64,7,Male,40,30k or less
26,9,Female,38,30k or less
53,10,Female,40,30k or less
32,10,Male,40,30k or less
59,6,Male,40,Over 30k
61,9,Male,60,30k or less
41,9,Female,40,30k or less
46,9,Female,37,30k or less
32,9,Male,40,30k or less
29,9,Female,35,30k or less
48,14,Male,40,30k or less
32,10,Female,30,30k or less
21,9,Female,35,30k or less
50,15,Male,50,Over 30k
44,14,Male,44,Over 30k
51,9,Female,40,30k or less
42,9,Male,40,Over 30k
27,13,Female,40,30k or less
70,9,Male,3,30k or less
33,9,Female,40,30k or less
32,9,Male,40,30k or less
30,10,Female,40,30k or less
43,10,Male,40,30k or less
31,5,Male,40,30k or less
64,13,Female,40,30k or less
37,10,Male,52,30k or less
49,9,Male,40,30k or less
29,7,Male,48,30k or less
35,9,Male,40,30k or less
42,14,Male,50,Over 30k
21,10,Male,40,30k or less
23,12,Male,40,30k or less
35,9,Female,40,30k or less
29,11,Male,40,Over 30k
23,10,Female,25,30k or less
45,13,Male,40,30k or less
24,13,Male,50,30k or less
28,6,Female,38,30k or less
23,9,Female,48,30k or less
68,12,Female,43,30k or less
41,8,Male,40,30k or less
48,9,Male,40,30k or less
33,9,Male,40,30k or less
48,11,Male,40,30k or less
23,10,Female,20,30k or less
26,5,Male,45,30k or less
35,14,Male,75,30k or less
46,9,Female,38,30k or less
72,9,Male,1,30k or less
18,9,Female,30,30k or less
62,9,Male,40,30k or less
22,10,Female,30,30k or less
26,10,Male,50,30k or less
35,12,Female,36,30k or less
25,9,Female,40,30k or less
46,11,Female,35,Over 30k
41,10,Male,45,Over 30k
37,9,Male,40,30k or less
38,10,Male,43,30k or less
39,13,Male,50,Over 30k
26,13,Female,45,30k or less
39,9,Female,50,30k or less
28,10,Female,40,30k or less
29,7,Female,52,30k or less
43,11,Male,50,30k or less
23,10,Male,25,30k or less
33,10,Female,60,Over 30k
45,9,Female,35,30k or less
48,9,Male,40,30k or less
50,9,Male,40,Over 30k
63,13,Male,40,Over 30k
22,13,Female,35,30k or less
32,9,Male,60,30k or less
27,12,Male,55,30k or less
22,13,Female,15,30k or less
44,9,Male,68,30k or less
34,9,Female,40,30k or less
28,9,Female,40,30k or less
45,10,Male,55,30k or less
17,6,Male,15,30k or less
53,8,Male,45,30k or less
58,12,Male,40,Over 30k
55,9,Male,35,30k or less
44,11,Male,44,30k or less
40,9,Male,30,30k or less
58,14,Male,50,30k or less
38,9,Male,40,Over 30k
58,8,Male,40,30k or less
30,13,Male,50,Over 30k
46,10,Female,70,30k or less
34,13,Female,40,30k or less
39,10,Male,99,30k or less
61,10,Female,20,30k or less
30,11,Female,40,30k or less
31,9,Female,40,30k or less
21,9,Male,40,30k or less
50,9,Male,58,30k or less
47,9,Male,33,30k or less
20,9,Male,40,30k or less
23,13,Female,30,30k or less
20,9,Male,45,30k or less
30,10,Female,30,30k or less
43,10,Female,40,30k or less
23,10,Male,60,30k or less
25,10,Male,40,30k or less
50,9,Female,40,Over 30k
44,14,Female,24,Over 30k
26,10,Female,40,30k or less
35,16,Female,80,Over 30k
48,9,Male,15,30k or less
26,9,Male,40,30k or less
41,14,Female,40,30k or less
25,13,Male,40,30k or less
33,11,Female,55,30k or less
24,13,Female,40,30k or less
31,13,Female,40,30k or less
24,12,Female,2,30k or less
38,10,Male,45,30k or less
19,9,Male,40,30k or less
19,9,Male,40,30k or less
24,9,Male,40,30k or less
59,13,Male,40,30k or less
67,14,Male,55,Over 30k
49,6,Male,40,30k or less
35,11,Male,40,Over 30k
44,10,Male,45,Over 30k
22,12,Male,60,30k or less
21,10,Male,10,30k or less
50,10,Male,50,30k or less
44,12,Male,48,30k or less
36,10,Male,40,30k or less
52,9,Male,40,Over 30k
35,9,Male,90,30k or less
48,11,Male,48,30k or less
37,14,Male,50,30k or less
44,9,Male,50,Over 30k
36,13,Male,40,30k or less
26,10,Male,12,30k or less
31,13,Male,45,Over 30k
29,9,Male,50,30k or less
53,9,Female,40,30k or less
52,11,Male,40,30k or less
31,6,Male,40,30k or less
19,9,Female,16,30k or less
64,9,Female,30,30k or less
55,9,Male,40,30k or less
48,14,Male,55,Over 30k
20,9,Female,40,30k or less
45,13,Male,51,30k or less
38,9,Female,25,30k or less
43,9,Female,40,Over 30k
22,9,Male,30,30k or less
63,9,Female,40,30k or less
36,13,Male,45,30k or less
56,13,Male,50,Over 30k
43,15,Male,40,30k or less
41,13,Male,45,Over 30k
41,9,Female,40,30k or less
36,13,Male,45,30k or less
59,16,Male,50,Over 30k
46,12,Male,44,Over 30k
23,13,Female,36,30k or less
46,10,Male,20,30k or less
46,14,Female,40,30k or less
47,9,Male,56,Over 30k
32,11,Female,40,30k or less
90,9,Male,40,30k or less
23,11,Male,40,30k or less
76,13,Male,30,30k or less
23,11,Female,40,30k or less
17,6,Female,12,30k or less
56,11,Male,40,Over 30k
58,6,Male,40,30k or less
45,13,Male,45,Over 30k
25,9,Male,40,30k or less
32,11,Female,24,Over 30k
25,9,Male,30,30k or less
29,10,Male,40,Over 30k
23,9,Male,60,30k or less
41,14,Male,55,Over 30k
48,13,Male,40,Over 30k
29,9,Male,60,30k or less
55,10,Male,40,30k or less
45,10,Female,40,30k or less
22,9,Male,50,30k or less
80,9,Female,32,30k or less
30,9,Male,44,30k or less
20,10,Female,20,30k or less
29,9,Male,35,30k or less
56,10,Male,40,30k or less
63,13,Male,40,30k or less
20,9,Male,40,30k or less
38,9,Female,40,30k or less
31,9,Male,40,30k or less
21,10,Male,35,30k or less
47,6,Male,46,Over 30k
31,10,Female,38,30k or less
28,9,Female,40,30k or less
38,9,Male,99,30k or less
30,13,Male,40,30k or less
26,10,Female,40,30k or less
47,9,Female,40,30k or less
43,10,Male,32,30k or less
32,13,Male,55,30k or less
21,8,Female,20,30k or less
32,11,Male,40,30k or less
37,11,Male,48,30k or less
54,5,Female,15,30k or less
24,13,Male,25,30k or less
28,7,Male,30,30k or less
23,10,Male,40,30k or less
54,9,Male,40,30k or less
40,9,Male,40,Over 30k
38,10,Male,48,Over 30k
71,6,Male,40,30k or less
51,10,Female,40,30k or less
52,10,Male,5,30k or less
30,13,Female,40,30k or less
38,6,Female,40,30k or less
43,7,Male,42,30k or less
24,10,Female,40,30k or less
55,6,Female,40,30k or less
43,9,Female,40,30k or less
28,9,Male,40,30k or less
54,12,Male,45,30k or less
47,10,Male,40,Over 30k
47,13,Male,55,Over 30k
47,10,Male,57,Over 30k
60,3,Male,40,30k or less
19,9,Female,25,30k or less
22,10,Female,25,30k or less
55,14,Male,40,Over 30k
44,10,Female,35,30k or less
28,13,Male,50,30k or less
30,10,Female,40,30k or less
39,9,Female,40,30k or less
43,9,Female,40,30k or less
24,13,Female,40,30k or less
27,11,Male,56,30k or less
64,3,Male,70,30k or less
41,10,Male,40,Over 30k
28,9,Male,40,30k or less
61,9,Male,30,30k or less
27,7,Female,40,30k or less
49,10,Female,32,30k or less
20,10,Male,40,30k or less
28,9,Male,40,30k or less
36,9,Male,40,30k or less
44,13,Male,40,30k or less
40,10,Female,38,30k or less
19,9,Female,40,30k or less
54,10,Female,40,30k or less
55,9,Male,40,30k or less
57,11,Female,40,30k or less
51,9,Female,43,30k or less
44,9,Male,37,30k or less
35,11,Male,42,30k or less
40,9,Male,40,30k or less
46,4,Female,32,30k or less
25,10,Male,60,Over 30k
22,9,Female,40,30k or less
18,9,Male,40,30k or less
43,9,Female,45,30k or less
46,9,Male,40,30k or less
40,10,Male,8,30k or less
59,13,Male,60,Over 30k
40,14,Female,40,30k or less
23,9,Male,35,30k or less
64,9,Male,10,30k or less
36,11,Male,60,30k or less
48,9,Female,40,30k or less
43,10,Female,40,Over 30k
18,6,Female,30,30k or less
17,7,Male,16,30k or less
53,9,Male,40,Over 30k
36,10,Female,39,30k or less
20,9,Male,40,30k or less
22,13,Female,60,30k or less
34,13,Male,40,Over 30k
39,7,Male,40,30k or less
57,10,Female,40,30k or less
30,6,Female,40,30k or less
37,15,Male,60,Over 30k
51,9,Male,40,Over 30k
38,9,Male,40,30k or less
34,9,Female,35,30k or less
28,9,Male,40,30k or less
25,10,Female,60,30k or less
50,9,Male,40,Over 30k
43,13,Male,48,30k or less
32,9,Male,50,30k or less
44,6,Male,35,30k or less
19,9,Female,20,30k or less
53,10,Male,40,Over 30k
21,9,Male,40,30k or less
26,9,Male,40,30k or less
33,14,Male,40,30k or less
49,9,Male,40,30k or less
